Normativa,Link,Tipo de Norma,Número,Día,Año,Mes
DECRETO 1221 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1221 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1221,25,2016,JULIO
DECRETO 1219 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1219 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1219,25,2016,JULIO
DECRETO 1220 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1220 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1220,25,2016,JULIO
DECRETO 1217 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1217 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1217,25,2016,JULIO
DECRETO 1218 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1218 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1218,25,2016,JULIO
DECRETO 1216 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1216 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1216,25,2016,JULIO
DECRETO 1214 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1214 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1214,25,2016,JULIO
DECRETO 1215 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1215 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1215,25,2016,JULIO
DECRETO 1212 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1212 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1212,25,2016,JULIO
DECRETO 1213 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1213 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1213,25,2016,JULIO
DECRETO 1211 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1211 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1211,25,2016,JULIO
DECRETO 1210 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1210 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1210,25,2016,JULIO
DECRETO 1205 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1205 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1205,25,2016,JULIO
DECRETO 1209 DEL 25 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1209 DEL 25 DE JULIO DE 2016.pdf,['DECRETO'],1209,25,2016,JULIO
DECRETO 1195 DEL 21 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1195 DEL 21 DE JULIO DE 2016.pdf,['DECRETO'],1195,21,2016,JULIO
DECRETO 1197 DEL 21 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1197 DEL 21 DE JULIO DE 2016.pdf,['DECRETO'],1197,21,2016,JULIO
DECRETO 1193 DEL 21 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1193 DEL 21 DE JULIO DE 2016.pdf,['DECRETO'],1193,21,2016,JULIO
DECRETO 1194 DEL 21 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1194 DEL 21 DE JULIO DE 2016.pdf,['DECRETO'],1194,21,2016,JULIO
DECRETO 1191 DEL 21 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1191 DEL 21 DE JULIO DE 2016.pdf,['DECRETO'],1191,21,2016,JULIO
DECRETO 1192 DEL 21 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1192 DEL 21 DE JULIO DE 2016.pdf,['DECRETO'],1192,21,2016,JULIO
DECRETO 1184 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1184 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1184,19,2016,JULIO
DECRETO 1189 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1189 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1189,19,2016,JULIO
DECRETO 1187 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1187 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1187,19,2016,JULIO
DECRETO 1188 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1188 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1188,19,2016,JULIO
DECRETO 1179 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1179 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1179,19,2016,JULIO
DECRETO 1183 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1183 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1183,19,2016,JULIO
DECRETO 1178 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1178 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1178,19,2016,JULIO
DECRETO 1176 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1176 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1176,19,2016,JULIO
DECRETO 1177 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1177 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1177,19,2016,JULIO
DECRETO 1175 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1175 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1175,19,2016,JULIO
DECRETO 1174 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1174 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1174,19,2016,JULIO
DECRETO 1173 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1173 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1173,19,2016,JULIO
DECRETO 1172 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1172 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1172,19,2016,JULIO
DECRETO 1170 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1170 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1170,19,2016,JULIO
DECRETO 1169 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1169 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1169,19,2016,JULIO
DECRETO 1168 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1168 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1168,19,2016,JULIO
DECRETO 1167 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1167 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1167,19,2016,JULIO
DECRETO 1166 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1166 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1166,19,2016,JULIO
DECRETO 1161 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1161 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1161,19,2016,JULIO
DECRETO 1165 DEL 19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1165 DEL 19 DE JULIO DE 2016.pdf,['DECRETO'],1165,19,2016,JULIO
DECRETO 1151 DEL19 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1151 DEL19 DE JULIO DE 2016.pdf,['DECRETO'],1151,19,2016,JULIO
DECRETO 1142 DEL 15 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1142 DEL 15 DE JULIO DE 2016.pdf,['DECRETO'],1142,15,2016,JULIO
DECRETO 1123 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1123 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1123,11,2016,JULIO
DECRETO 1122 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1122 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1122,11,2016,JULIO
DECRETO 1120 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1120 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1120,11,2016,JULIO
DECRETO 1121 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1121 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1121,11,2016,JULIO
DECRETO 1119 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1119 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1119,11,2016,JULIO
DECRETO 1117 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1117 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1117,11,2016,JULIO
DECRETO 1115 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1115 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1115,11,2016,JULIO
DECRETO 1113 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1113 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1113,11,2016,JULIO
DECRETO 1111 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1111 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1111,11,2016,JULIO
DECRETO 1109 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1109 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1109,11,2016,JULIO
DECRETO 1110 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1110 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1110,11,2016,JULIO
DECRETO 1108 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1108 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1108,11,2016,JULIO
DECRETO 1106 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1106 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1106,11,2016,JULIO
DECRETO 1105 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1105 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1105,11,2016,JULIO
DECRETO 1104 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1104 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1104,11,2016,JULIO
DECRETO 1103 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1103 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1103,11,2016,JULIO
DECRETO 1102 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1102 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1102,11,2016,JULIO
DECRETO 1094 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1094 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1094,11,2016,JULIO
DECRETO 1096 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1096 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1096,11,2016,JULIO
DECRETO 1091 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1091 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1091,11,2016,JULIO
DECRETO 1092 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1092 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1092,11,2016,JULIO
DECRETO 1090 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1090 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1090,11,2016,JULIO
DECRETO 1089 DEL11 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1089 DEL11 DE JULIO DE 2016.pdf,['DECRETO'],1089,11,2016,JULIO
DECRETO 1085 DEL 7 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1085 DEL 7 DE JULIO DE 2016.pdf,['DECRETO'],1085,7,2016,JULIO
DECRETO 1084 DEL 7 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1084 DEL 7 DE JULIO DE 2016.pdf,['DECRETO'],1084,7,2016,JULIO
DECRETO 1083 DEL 7 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1083 DEL 7 DE JULIO DE 2016.pdf,['DECRETO'],1083,7,2016,JULIO
DECRETO 1079 DEL 4 DE JULIO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1079 DEL 4 DE JULIO DE 2016.pdf,['DECRETO'],1079,4,2016,JULIO
DECRETO 1394 DEL 31 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1394 DEL 31 DE AGOSTO DE 2016.pdf,['DECRETO'],1394,31,2016,AGOSTO
DECRETO 1391 DEL 30 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1391 DEL 30 DE AGOSTO DE 2016.pdf,['DECRETO'],1391,30,2016,AGOSTO
DECRETO 1386 DEL 26 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1386 DEL 26 DE AGOSTO DE 2016.pdf,['DECRETO'],1386,26,2016,AGOSTO
DECRETO 1385 DEL 24 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1385 DEL 24 DE AGOSTO DE 2016.pdf,['DECRETO'],1385,24,2016,AGOSTO
DECRETO 1380 DEL 24 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1380 DEL 24 DE AGOSTO DE 2016.pdf,['DECRETO'],1380,24,2016,AGOSTO
DECRETO 1384 DEL 24 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1384 DEL 24 DE AGOSTO DE 2016.pdf,['DECRETO'],1384,24,2016,AGOSTO
DECRETO 1378 DEL 24 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1378 DEL 24 DE AGOSTO DE 2016.pdf,['DECRETO'],1378,24,2016,AGOSTO
DECRETO 1379 DEL 24 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1379 DEL 24 DE AGOSTO DE 2016.pdf,['DECRETO'],1379,24,2016,AGOSTO
DECRETO 1377 DEL 24 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1377 DEL 24 DE AGOSTO DE 2016.pdf,['DECRETO'],1377,24,2016,AGOSTO
DECRETO 1376 DEL 24 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1376 DEL 24 DE AGOSTO DE 2016.pdf,['DECRETO'],1376,24,2016,AGOSTO
DECRETO 1372 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1372 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1372,22,2016,AGOSTO
DECRETO 1365 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1365 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1365,22,2016,AGOSTO
DECRETO 1370 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1370 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1370,22,2016,AGOSTO
DECRETO 1352 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1352 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1352,22,2016,AGOSTO
DECRETO 1350 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1350 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1350,22,2016,AGOSTO
DECRETO 1351 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1351 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1351,22,2016,AGOSTO
DECRETO 1348 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1348 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1348,22,2016,AGOSTO
DECRETO 1349 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1349 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1349,22,2016,AGOSTO
DECRETO 1346 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1346 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1346,22,2016,AGOSTO
DECRETO 1347 DEL 22 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1347 DEL 22 DE AGOSTO DE 2016.pdf,['DECRETO'],1347,22,2016,AGOSTO
DECRETO 1345 DEL 19 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1345 DEL 19 DE AGOSTO DE 2016.pdf,['DECRETO'],1345,19,2016,AGOSTO
DECRETO 1341 DEL 19 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1341 DEL 19 DE AGOSTO DE 2016.pdf,['DECRETO'],1341,19,2016,AGOSTO
DECRETO 1342 DEL 19 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1342 DEL 19 DE AGOSTO DE 2016.pdf,['DECRETO'],1342,19,2016,AGOSTO
DECRETO 1339 DEL 19 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1339 DEL 19 DE AGOSTO DE 2016.pdf,['DECRETO'],1339,19,2016,AGOSTO
DECRETO 1340 DEL 19 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1340 DEL 19 DE AGOSTO DE 2016.pdf,['DECRETO'],1340,19,2016,AGOSTO
DECRETO 1337 DEL 19 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1337 DEL 19 DE AGOSTO DE 2016.pdf,['DECRETO'],1337,19,2016,AGOSTO
DECRETO 1330 DEL 17 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1330 DEL 17 DE AGOSTO DE 2016.pdf,['DECRETO'],1330,17,2016,AGOSTO
DECRETO 1329 DEL 17 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1329 DEL 17 DE AGOSTO DE 2016.pdf,['DECRETO'],1329,17,2016,AGOSTO
DECRETO 1325 DEL 12 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1325 DEL 12 DE AGOSTO DE 2016.pdf,['DECRETO'],1325,12,2016,AGOSTO
DECRETO 1315 DEL 11 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1315 DEL 11 DE AGOSTO DE 2016.pdf,['DECRETO'],1315,11,2016,AGOSTO
DECRETO 1310 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1310 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1310,10,2016,AGOSTO
DECRETO 1307 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1307 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1307,10,2016,AGOSTO
DECRETO 1309 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1309 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1309,10,2016,AGOSTO
DECRETO 1305 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1305 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1305,10,2016,AGOSTO
DECRETO 1306 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1306 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1306,10,2016,AGOSTO
DECRETO 1302 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1302 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1302,10,2016,AGOSTO
DECRETO 1303 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1303 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1303,10,2016,AGOSTO
DECRETO 1300 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1300 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1300,10,2016,AGOSTO
DECRETO 1301 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1301 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1301,10,2016,AGOSTO
DECRETO 1299 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1299 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1299,10,2016,AGOSTO
DECRETO 1297 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1297 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1297,10,2016,AGOSTO
DECRETO 1298 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1298 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1298,10,2016,AGOSTO
DECRETO 1295 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1295 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1295,10,2016,AGOSTO
DECRETO 1296 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1296 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1296,10,2016,AGOSTO
DECRETO 1292 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1292 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1292,10,2016,AGOSTO
DECRETO 1293 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1293 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1293,10,2016,AGOSTO
DECRETO 1294 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1294 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1294,10,2016,AGOSTO
DECRETO 1291 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1291 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1291,10,2016,AGOSTO
DECRETO 1289 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1289 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1289,10,2016,AGOSTO
DECRETO 1287 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1287 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1287,10,2016,AGOSTO
DECRETO 1288 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1288 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1288,10,2016,AGOSTO
DECRETO 1314 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1314 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1314,10,2016,AGOSTO
DECRETO 1313 DEL 10 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1313 DEL 10 DE AGOSTO DE 2016.pdf,['DECRETO'],1313,10,2016,AGOSTO
DECRETO 1283 DEL 08 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1283 DEL 08 DE AGOSTO DE 2016.pdf,['DECRETO'],1283,08,2016,AGOSTO
DECRETO 1282 DEL 08 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1282 DEL 08 DE AGOSTO DE 2016.pdf,['DECRETO'],1282,08,2016,AGOSTO
DECRETO 1280 DEL 05 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1280 DEL 05 DE AGOSTO DE 2016.pdf,['DECRETO'],1280,05,2016,AGOSTO
DECRETO 1275 DEL 04 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1275 DEL 04 DE AGOSTO DE 2016.pdf,['DECRETO'],1275,04,2016,AGOSTO
DECRETO 1273 DEL 03 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1273 DEL 03 DE AGOSTO DE 2016.pdf,['DECRETO'],1273,03,2016,AGOSTO
DECRETO 1271 DEL 03 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1271 DEL 03 DE AGOSTO DE 2016.pdf,['DECRETO'],1271,03,2016,AGOSTO
DECRETO 1272 DEL 03 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1272 DEL 03 DE AGOSTO DE 2016.pdf,['DECRETO'],1272,03,2016,AGOSTO
DECRETO 1266 DEL 02 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1266 DEL 02 DE AGOSTO DE 2016.pdf,['DECRETO'],1266,02,2016,AGOSTO
DECRETO 1263 DEL 02 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1263 DEL 02 DE AGOSTO DE 2016.pdf,['DECRETO'],1263,02,2016,AGOSTO
DECRETO 1264 DEL 02 DE AGOSTO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 1264 DEL 02 DE AGOSTO DE 2016.pdf,['DECRETO'],1264,02,2016,AGOSTO
