Title,Link,Type,Number,Month,Day,Year,Date
DECRETO 03 DEL 05 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 03 DEL 05 DE ENERO DE 2016.pdf,DECRETO,3,1,5,2016,2016-01-05
DECRETO 04 DEL 05 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 04 DEL 05 DE ENERO DE 2016.pdf,DECRETO,4,1,5,2016,2016-01-05
DECRETO 07 DEL 05 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 07 DEL 05 DE ENERO DE 2016.pdf,DECRETO,7,1,5,2016,2016-01-05
DECRETO 08 DEL 05 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 08 DEL 05 DE ENERO DE 2016.pdf,DECRETO,8,1,5,2016,2016-01-05
DECRETO 09 DEL 05 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 09 DEL 05 DE ENERO DE 2016.pdf,DECRETO,9,1,5,2016,2016-01-05
DECRETO 06 DEL 05 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 06 DEL 05 DE ENERO DE 2016.pdf,DECRETO,6,1,5,2016,2016-01-05
DECRETO 13 DEL 06 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 13 DEL 06 DE ENERO DE 2016.pdf,DECRETO,13,1,6,2016,2016-01-06
DECRETO 17 DEL 08 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 17 DEL 08 DE ENERO DE 2016.pdf,DECRETO,17,1,8,2016,2016-01-08
DECRETO 38 DEL 12 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 38 DEL 12 DE ENERO DE 2016.pdf,DECRETO,38,1,12,2016,2016-01-12
DECRETO 35 DEL 12 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 35 DEL 12 DE ENERO DE 2016.pdf,DECRETO,35,1,12,2016,2016-01-12
DECRETO 36 DEL 12 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 36 DEL 12 DE ENERO DE 2016.pdf,DECRETO,36,1,12,2016,2016-01-12
DECRETO 37 DEL 12 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 37 DEL 12 DE ENERO DE 2016.pdf,DECRETO,37,1,12,2016,2016-01-12
DECRETO 24 DEL 12 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 24 DEL 12 DE ENERO DE 2016.pdf,DECRETO,24,1,12,2016,2016-01-12
DECRETO 39 DEL 12 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 39 DEL 12 DE ENERO DE 2016.pdf,DECRETO,39,1,12,2016,2016-01-12
DECRETO 34 DEL 12 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 34 DEL 12 DE ENERO DE 2016.pdf,DECRETO,34,1,12,2016,2016-01-12
DECRETO 33 DEL 12 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 33 DEL 12 DE ENERO DE 2016.pdf,DECRETO,33,1,12,2016,2016-01-12
DECRETO 41 DEL 13 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 41 DEL 13 DE ENERO DE 2016.pdf,DECRETO,41,1,13,2016,2016-01-13
DECRETO 42 DEL 13 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 42 DEL 13 DE ENERO DE 2016.pdf,DECRETO,42,1,13,2016,2016-01-13
DECRETO 45 DEL 14 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 45 DEL 14 DE ENERO DE 2016.pdf,DECRETO,45,1,14,2016,2016-01-14
DECRETO 46 DEL 14 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 46 DEL 14 DE ENERO DE 2016.pdf,DECRETO,46,1,14,2016,2016-01-14
DECRETO 54 DEL 15 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 54 DEL 15 DE ENERO DE 2016.pdf,DECRETO,54,1,15,2016,2016-01-15
DECRETO 47 DEL 15 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 47 DEL 15 DE ENERO DE 2016.pdf,DECRETO,47,1,15,2016,2016-01-15
DECRETO 52 DEL 15 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 52 DEL 15 DE ENERO DE 2016.pdf,DECRETO,52,1,15,2016,2016-01-15
DECRETO 53 DEL 15 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 53 DEL 15 DE ENERO DE 2016.pdf,DECRETO,53,1,15,2016,2016-01-15
DECRETO 55 DEL 15 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 55 DEL 15 DE ENERO DE 2016.pdf,DECRETO,55,1,15,2016,2016-01-15
DECRETO 58 DEL 15 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 58 DEL 15 DE ENERO DE 2016.pdf,DECRETO,58,1,15,2016,2016-01-15
DECRETO 56 DEL 15 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 56 DEL 15 DE ENERO DE 2016.pdf,DECRETO,56,1,15,2016,2016-01-15
DECRETO 70 DEL 18 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 70 DEL 18 DE ENERO DE 2016.pdf,DECRETO,70,1,18,2016,2016-01-18
DECRETO 104 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 104 DEL 21 DE ENERO DE 2016.pdf,DECRETO,104,1,21,2016,2016-01-21
DECRETO 103 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 103 DEL 21 DE ENERO DE 2016.pdf,DECRETO,103,1,21,2016,2016-01-21
DECRETO 095 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 095 DEL 21 DE ENERO DE 2016.pdf,DECRETO,95,1,21,2016,2016-01-21
DECRETO 096 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 096 DEL 21 DE ENERO DE 2016.pdf,DECRETO,96,1,21,2016,2016-01-21
DECRETO 098 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 098 DEL 21 DE ENERO DE 2016.pdf,DECRETO,98,1,21,2016,2016-01-21
DECRETO 099 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 099 DEL 21 DE ENERO DE 2016.pdf,DECRETO,99,1,21,2016,2016-01-21
DECRETO 100 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 100 DEL 21 DE ENERO DE 2016.pdf,DECRETO,100,1,21,2016,2016-01-21
DECRETO 101 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 101 DEL 21 DE ENERO DE 2016.pdf,DECRETO,101,1,21,2016,2016-01-21
DECRETO 102 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 102 DEL 21 DE ENERO DE 2016.pdf,DECRETO,102,1,21,2016,2016-01-21
DECRETO 091 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 091 DEL 21 DE ENERO DE 2016.pdf,DECRETO,91,1,21,2016,2016-01-21
DECRETO 097 DEL 21 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 097 DEL 21 DE ENERO DE 2016.pdf,DECRETO,97,1,21,2016,2016-01-21
DECRETO 108 DEL 22 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 108 DEL 22 DE ENERO DE 2016.pdf,DECRETO,108,1,22,2016,2016-01-22
DECRETO 109 DEL 22 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 109 DEL 22 DE ENERO DE 2016.pdf,DECRETO,109,1,22,2016,2016-01-22
DECRETO 115 DEL 25 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 115 DEL 25 DE ENERO DE 2016.pdf,DECRETO,115,1,25,2016,2016-01-25
DECRETO 116 DEL 25 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 116 DEL 25 DE ENERO DE 2016.pdf,DECRETO,116,1,25,2016,2016-01-25
DECRETO 117 DEL 25 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 117 DEL 25 DE ENERO DE 2016.pdf,DECRETO,117,1,25,2016,2016-01-25
DECRETO 118 DEL 25 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 118 DEL 25 DE ENERO DE 2016.pdf,DECRETO,118,1,25,2016,2016-01-25
DECRETO 128 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 128 DEL 26 DE ENERO DE 2016.pdf,DECRETO,128,1,26,2016,2016-01-26
DECRETO 120 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 120 DEL 26 DE ENERO DE 2016.pdf,DECRETO,120,1,26,2016,2016-01-26
DECRETO 121 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 121 DEL 26 DE ENERO DE 2016.pdf,DECRETO,121,1,26,2016,2016-01-26
DECRETO 122 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 122 DEL 26 DE ENERO DE 2016.pdf,DECRETO,122,1,26,2016,2016-01-26
DECRETO 123 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 123 DEL 26 DE ENERO DE 2016.pdf,DECRETO,123,1,26,2016,2016-01-26
DECRETO 124 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 124 DEL 26 DE ENERO DE 2016.pdf,DECRETO,124,1,26,2016,2016-01-26
DECRETO 125 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 125 DEL 26 DE ENERO DE 2016.pdf,DECRETO,125,1,26,2016,2016-01-26
DECRETO 126 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 126 DEL 26 DE ENERO DE 2016.pdf,DECRETO,126,1,26,2016,2016-01-26
DECRETO 127 DEL 26 DE ENERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 127 DEL 26 DE ENERO DE 2016.pdf,DECRETO,127,1,26,2016,2016-01-26
DECRETO 167 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 167 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,167,2,1,2016,2016-02-01
DECRETO 173 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 173 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,173,2,1,2016,2016-02-01
DECRETO 171 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 171 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,171,2,1,2016,2016-02-01
DECRETO 166 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 166 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,166,2,1,2016,2016-02-01
DECRETO 168 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 168 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,168,2,1,2016,2016-02-01
DECRETO 162 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 162 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,162,2,1,2016,2016-02-01
DECRETO 165 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 165 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,165,2,1,2016,2016-02-01
DECRETO 161 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 161 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,161,2,1,2016,2016-02-01
DECRETO 158 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 158 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,158,2,1,2016,2016-02-01
DECRETO 155 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 155 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,155,2,1,2016,2016-02-01
DECRETO 156 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 156 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,156,2,1,2016,2016-02-01
DECRETO 138 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 138 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,138,2,1,2016,2016-02-01
DECRETO 139 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 139 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,139,2,1,2016,2016-02-01
DECRETO 159 DEL 01 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 159 DEL 01 DE FEBRERO DE 2016.pdf,DECRETO,159,2,1,2016,2016-02-01
DECRETO 182 DEL 05 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 182 DEL 05 DE FEBRERO DE 2016.pdf,DECRETO,182,2,5,2016,2016-02-05
DECRETO 212 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 212 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,212,2,10,2016,2016-02-10
DECRETO 210 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 210 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,210,2,10,2016,2016-02-10
DECRETO 207 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 207 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,207,2,10,2016,2016-02-10
DECRETO 204 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 204 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,204,2,10,2016,2016-02-10
DECRETO 201 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 201 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,201,2,10,2016,2016-02-10
DECRETO 202 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 202 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,202,2,10,2016,2016-02-10
DECRETO 200 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 200 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,200,2,10,2016,2016-02-10
DECRETO 187 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 187 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,187,2,10,2016,2016-02-10
DECRETO 211 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 211 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,211,2,10,2016,2016-02-10
DECRETO 203 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 203 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,203,2,10,2016,2016-02-10
DECRETO 213 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 213 DEL 10 DE FEBRERO DE 2016.pdf,DECRETO,213,2,10,2016,2016-02-10
RESOLUCION 047 DEL 10 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/RESOLUCION 047 DEL 10 DE FEBRERO DE 2016.pdf,RESOLUCION,47,2,10,2016,2016-02-10
DECRETO 240 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 240 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,240,2,12,2016,2016-02-12
DECRETO 242 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 242 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,242,2,12,2016,2016-02-12
DECRETO 239 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 239 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,239,2,12,2016,2016-02-12
DECRETO 237 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 237 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,237,2,12,2016,2016-02-12
DECRETO 238 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 238 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,238,2,12,2016,2016-02-12
DECRETO 236 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 236 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,236,2,12,2016,2016-02-12
DECRETO 234 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 234 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,234,2,12,2016,2016-02-12
DECRETO 235 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 235 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,235,2,12,2016,2016-02-12
DECRETO 232 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 232 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,232,2,12,2016,2016-02-12
DECRETO 233 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 233 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,233,2,12,2016,2016-02-12
DECRETO 229 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 229 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,229,2,12,2016,2016-02-12
DECRETO 230 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 230 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,230,2,12,2016,2016-02-12
DECRETO 231 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 231 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,231,2,12,2016,2016-02-12
DECRETO 227 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 227 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,227,2,12,2016,2016-02-12
DECRETO 228 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 228 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,228,2,12,2016,2016-02-12
DECRETO 225 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 225 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,225,2,12,2016,2016-02-12
DECRETO 226 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 226 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,226,2,12,2016,2016-02-12
DECRETO 223 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 223 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,223,2,12,2016,2016-02-12
DECRETO 224 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 224 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,224,2,12,2016,2016-02-12
DECRETO 221 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 221 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,221,2,12,2016,2016-02-12
DECRETO 222 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 222 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,222,2,12,2016,2016-02-12
DECRETO 219 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 219 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,219,2,12,2016,2016-02-12
DECRETO 220 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 220 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,220,2,12,2016,2016-02-12
DECRETO 218 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 218 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,218,2,12,2016,2016-02-12
DECRETO 216 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 216 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,216,2,12,2016,2016-02-12
DECRETO 217 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 217 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,217,2,12,2016,2016-02-12
DECRETO 214 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 214 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,214,2,12,2016,2016-02-12
DECRETO 215 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 215 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,215,2,12,2016,2016-02-12
DECRETO 241 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 241 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,241,2,12,2016,2016-02-12
DECRETO 245 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 245 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,245,2,12,2016,2016-02-12
DECRETO 243 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 243 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,243,2,12,2016,2016-02-12
DECRETO 248 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 248 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,248,2,12,2016,2016-02-12
DECRETO 247 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 247 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,247,2,12,2016,2016-02-12
DECRETO 246 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 246 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,246,2,12,2016,2016-02-12
DECRETO 249 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 249 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,249,2,12,2016,2016-02-12
DECRETO 244 DEL 12 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 244 DEL 12 DE FEBRERO DE 2016.pdf,DECRETO,244,2,12,2016,2016-02-12
DECRETO 252 DEL 15 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 252 DEL 15 DE FEBRERO DE 2016.pdf,DECRETO,252,2,15,2016,2016-02-15
DECRETO 260 DEL 16 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 260 DEL 16 DE FEBRERO DE 2016.pdf,DECRETO,260,2,16,2016,2016-02-16
DECRETO 259 DEL 16 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 259 DEL 16 DE FEBRERO DE 2016.pdf,DECRETO,259,2,16,2016,2016-02-16
DECRETO 274 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 274 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,274,2,18,2016,2016-02-18
DECRETO 280 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 280 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,280,2,18,2016,2016-02-18
DECRETO 272 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 272 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,272,2,18,2016,2016-02-18
DECRETO 273 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 273 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,273,2,18,2016,2016-02-18
RESOLUCION 054 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/RESOLUCION 054 DEL 18 DE FEBRERO DE 2016.pdf,RESOLUCION,54,2,18,2016,2016-02-18
DECRETO 270 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 270 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,270,2,18,2016,2016-02-18
DECRETO 269 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 269 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,269,2,18,2016,2016-02-18
DECRETO 268 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 268 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,268,2,18,2016,2016-02-18
DECRETO 267 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 267 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,267,2,18,2016,2016-02-18
DECRETO 271 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 271 DEL 18 DE FEBRERO DE 2016.pdf,DECRETO,271,2,18,2016,2016-02-18
RESOLUCION 055 DEL 18 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/RESOLUCION 055 DEL 18 DE FEBRERO DE 2016.pdf,RESOLUCION,55,2,18,2016,2016-02-18
DECRETO 284 DEL 19 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 284 DEL 19 DE FEBRERO DE 2016.pdf,DECRETO,284,2,19,2016,2016-02-19
DECRETO 286 DEL 19 DE FEBRERO DE 2016,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 286 DEL 19 DE FEBRERO DE 2016.pdf,DECRETO,286,2,19,2016,2016-02-19
